0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.01, 1.01117, 1.01005, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.02, 1.02247, 1.0202, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.03, 1.0339, 1.03045, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.04, 1.04545, 1.04081, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.05, 1.05713, 1.05127, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.06, 1.06894, 1.06184, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.07, 1.08088, 1.07251, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.08, 1.09296, 1.08329, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.09, 1.10517, 1.09417, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.1, 1.11752, 1.10517, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.11, 1.13001, 1.11628, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.12, 1.14263, 1.1275, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.13, 1.1554, 1.13883, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.14, 1.16831, 1.15027, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.15, 1.18136, 1.16183, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.16, 1.19456, 1.17351, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.17, 1.20791, 1.1853, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.18, 1.2214, 1.19722, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.19, 1.23505, 1.20925, -0, -0, -0, -0, -0, -0, -0, -0 
-0, -0, -0, -0, -0, -0, -0, -0, -0, 0.2, 1.24885, 1.2214, -0, -0, -0, -0, -0, -0, -0, -0 
